New claim date,Type,Subgroup,Initial claims
05/04/2008,Initial claims by industry,Information,37
05/11/2008,Initial claims by industry,Information,57
05/18/2008,Initial claims by industry,Information,49
05/25/2008,Initial claims by industry,Information,32
06/01/2008,Initial claims by industry,Information,92
06/08/2008,Initial claims by industry,Information,65
06/15/2008,Initial claims by industry,Information,51
06/22/2008,Initial claims by industry,Information,43
06/29/2008,Initial claims by industry,Information,58
07/06/2008,Initial claims by industry,Information,79
07/13/2008,Initial claims by industry,Information,61
07/20/2008,Initial claims by industry,Information,56
07/27/2008,Initial claims by industry,Information,66
08/03/2008,Initial claims by industry,Information,73
08/10/2008,Initial claims by industry,Information,53
08/17/2008,Initial claims by industry,Information,74
08/24/2008,Initial claims by industry,Information,71
08/31/2008,Initial claims by industry,Information,86
09/07/2008,Initial claims by industry,Information,77
09/14/2008,Initial claims by industry,Information,66
09/21/2008,Initial claims by industry,Information,58
09/28/2008,Initial claims by industry,Information,43
10/05/2008,Initial claims by industry,Information,86
10/12/2008,Initial claims by industry,Information,40
10/19/2008,Initial claims by industry,Information,70
10/26/2008,Initial claims by industry,Information,52
11/02/2008,Initial claims by industry,Information,57
11/09/2008,Initial claims by industry,Information,64
11/16/2008,Initial claims by industry,Information,70
11/23/2008,Initial claims by industry,Information,56
11/30/2008,Initial claims by industry,Information,64
12/07/2008,Initial claims by industry,Information,77
12/14/2008,Initial claims by industry,Information,63
12/21/2008,Initial claims by industry,Information,88
12/28/2008,Initial claims by industry,Information,98
01/04/2009,Initial claims by industry,Information,176
01/11/2009,Initial claims by industry,Information,116
01/18/2009,Initial claims by industry,Information,90
01/25/2009,Initial claims by industry,Information,86
02/01/2009,Initial claims by industry,Information,102
02/08/2009,Initial claims by industry,Information,121
02/15/2009,Initial claims by industry,Information,117
02/22/2009,Initial claims by industry,Information,76
03/01/2009,Initial claims by industry,Information,183
03/08/2009,Initial claims by industry,Information,102
03/15/2009,Initial claims by industry,Information,108
03/22/2009,Initial claims by industry,Information,88
03/29/2009,Initial claims by industry,Information,162
04/05/2009,Initial claims by industry,Information,120
04/12/2009,Initial claims by industry,Information,138
04/19/2009,Initial claims by industry,Information,106
04/26/2009,Initial claims by industry,Information,107
05/03/2009,Initial claims by industry,Information,127
05/10/2009,Initial claims by industry,Information,102
05/17/2009,Initial claims by industry,Information,139
05/24/2009,Initial claims by industry,Information,66
05/31/2009,Initial claims by industry,Information,131
06/07/2009,Initial claims by industry,Information,100
06/14/2009,Initial claims by industry,Information,96
06/21/2009,Initial claims by industry,Information,119
06/28/2009,Initial claims by industry,Information,86
07/05/2009,Initial claims by industry,Information,145
07/12/2009,Initial claims by industry,Information,125
07/19/2009,Initial claims by industry,Information,113
07/26/2009,Initial claims by industry,Information,108
08/02/2009,Initial claims by industry,Information,150
08/09/2009,Initial claims by industry,Information,107
08/16/2009,Initial claims by industry,Information,120
08/23/2009,Initial claims by industry,Information,98
08/30/2009,Initial claims by industry,Information,106
09/06/2009,Initial claims by industry,Information,85
09/13/2009,Initial claims by industry,Information,101
09/20/2009,Initial claims by industry,Information,89
09/27/2009,Initial claims by industry,Information,83
10/04/2009,Initial claims by industry,Information,106
10/11/2009,Initial claims by industry,Information,71
10/18/2009,Initial claims by industry,Information,104
10/25/2009,Initial claims by industry,Information,91
11/01/2009,Initial claims by industry,Information,101
11/08/2009,Initial claims by industry,Information,71
11/15/2009,Initial claims by industry,Information,77
11/22/2009,Initial claims by industry,Information,70
11/29/2009,Initial claims by industry,Information,86
12/06/2009,Initial claims by industry,Information,91
12/13/2009,Initial claims by industry,Information,80
12/20/2009,Initial claims by industry,Information,57
12/27/2009,Initial claims by industry,Information,71
01/03/2010,Initial claims by industry,Information,197
01/10/2010,Initial claims by industry,Information,144
01/17/2010,Initial claims by industry,Information,105
01/24/2010,Initial claims by industry,Information,102
01/31/2010,Initial claims by industry,Information,124
02/07/2010,Initial claims by industry,Information,87
02/14/2010,Initial claims by industry,Information,108
02/21/2010,Initial claims by industry,Information,81
02/28/2010,Initial claims by industry,Information,183
03/07/2010,Initial claims by industry,Information,105
03/14/2010,Initial claims by industry,Information,87
03/21/2010,Initial claims by industry,Information,69
03/28/2010,Initial claims by industry,Information,116
04/04/2010,Initial claims by industry,Information,105
04/11/2010,Initial claims by industry,Information,112
04/18/2010,Initial claims by industry,Information,84
04/25/2010,Initial claims by industry,Information,78
05/02/2010,Initial claims by industry,Information,123
05/09/2010,Initial claims by industry,Information,95
05/16/2010,Initial claims by industry,Information,88
05/23/2010,Initial claims by industry,Information,74
05/30/2010,Initial claims by industry,Information,106
06/06/2010,Initial claims by industry,Information,66
06/13/2010,Initial claims by industry,Information,89
06/20/2010,Initial claims by industry,Information,62
06/27/2010,Initial claims by industry,Information,60
07/04/2010,Initial claims by industry,Information,83
07/11/2010,Initial claims by industry,Information,94
07/18/2010,Initial claims by industry,Information,85
07/25/2010,Initial claims by industry,Information,68
08/01/2010,Initial claims by industry,Information,97
08/08/2010,Initial claims by industry,Information,61
08/15/2010,Initial claims by industry,Information,81
08/22/2010,Initial claims by industry,Information,71
08/29/2010,Initial claims by industry,Information,69
09/05/2010,Initial claims by industry,Information,62
09/12/2010,Initial claims by industry,Information,61
09/19/2010,Initial claims by industry,Information,48
09/26/2010,Initial claims by industry,Information,80
10/03/2010,Initial claims by industry,Information,107
10/10/2010,Initial claims by industry,Information,56
10/17/2010,Initial claims by industry,Information,80
10/24/2010,Initial claims by industry,Information,76
10/31/2010,Initial claims by industry,Information,84
11/07/2010,Initial claims by industry,Information,77
11/14/2010,Initial claims by industry,Information,86
11/21/2010,Initial claims by industry,Information,50
11/28/2010,Initial claims by industry,Information,65
12/05/2010,Initial claims by industry,Information,56
12/12/2010,Initial claims by industry,Information,45
12/19/2010,Initial claims by industry,Information,72
12/26/2010,Initial claims by industry,Information,46
01/02/2011,Initial claims by industry,Information,101
01/09/2011,Initial claims by industry,Information,75
01/16/2011,Initial claims by industry,Information,70
01/23/2011,Initial claims by industry,Information,70
01/30/2011,Initial claims by industry,Information,79
02/06/2011,Initial claims by industry,Information,56
02/13/2011,Initial claims by industry,Information,76
02/20/2011,Initial claims by industry,Information,66
02/27/2011,Initial claims by industry,Information,90
03/06/2011,Initial claims by industry,Information,75
03/13/2011,Initial claims by industry,Information,74
03/20/2011,Initial claims by industry,Information,56
03/27/2011,Initial claims by industry,Information,87
04/03/2011,Initial claims by industry,Information,138
04/10/2011,Initial claims by industry,Information,72
04/17/2011,Initial claims by industry,Information,70
04/24/2011,Initial claims by industry,Information,59
05/01/2011,Initial claims by industry,Information,78
05/08/2011,Initial claims by industry,Information,65
05/15/2011,Initial claims by industry,Information,68
05/22/2011,Initial claims by industry,Information,53
05/29/2011,Initial claims by industry,Information,81
06/05/2011,Initial claims by industry,Information,81
06/12/2011,Initial claims by industry,Information,73
06/19/2011,Initial claims by industry,Information,62
06/26/2011,Initial claims by industry,Information,57
07/03/2011,Initial claims by industry,Information,78
07/10/2011,Initial claims by industry,Information,83
07/17/2011,Initial claims by industry,Information,77
07/24/2011,Initial claims by industry,Information,45
07/31/2011,Initial claims by industry,Information,58
08/07/2011,Initial claims by industry,Information,33
08/14/2011,Initial claims by industry,Information,52
08/21/2011,Initial claims by industry,Information,73
08/28/2011,Initial claims by industry,Information,34
09/04/2011,Initial claims by industry,Information,42
09/11/2011,Initial claims by industry,Information,45
09/18/2011,Initial claims by industry,Information,45
09/25/2011,Initial claims by industry,Information,66
10/09/2011,Initial claims by industry,Information,138
10/16/2011,Initial claims by industry,Information,57
10/23/2011,Initial claims by industry,Information,43
10/30/2011,Initial claims by industry,Information,128
11/06/2011,Initial claims by industry,Information,53
11/13/2011,Initial claims by industry,Information,71
11/20/2011,Initial claims by industry,Information,43
11/27/2011,Initial claims by industry,Information,33
12/04/2011,Initial claims by industry,Information,47
12/11/2011,Initial claims by industry,Information,40
12/18/2011,Initial claims by industry,Information,46
12/25/2011,Initial claims by industry,Information,32
01/08/2012,Initial claims by industry,Information,157
01/15/2012,Initial claims by industry,Information,66
01/22/2012,Initial claims by industry,Information,67
01/29/2012,Initial claims by industry,Information,51
02/05/2012,Initial claims by industry,Information,49
02/12/2012,Initial claims by industry,Information,54
02/19/2012,Initial claims by industry,Information,59
02/26/2012,Initial claims by industry,Information,79
03/04/2012,Initial claims by industry,Information,101
03/11/2012,Initial claims by industry,Information,58
03/18/2012,Initial claims by industry,Information,62
03/25/2012,Initial claims by industry,Information,64
04/08/2012,Initial claims by industry,Information,192
04/15/2012,Initial claims by industry,Information,47
04/22/2012,Initial claims by industry,Information,47
04/29/2012,Initial claims by industry,Information,71
05/06/2012,Initial claims by industry,Information,62
05/13/2012,Initial claims by industry,Information,75
05/20/2012,Initial claims by industry,Information,65
05/27/2012,Initial claims by industry,Information,60
06/03/2012,Initial claims by industry,Information,69
06/10/2012,Initial claims by industry,Information,68
06/17/2012,Initial claims by industry,Information,73
06/24/2012,Initial claims by industry,Information,62
07/08/2012,Initial claims by industry,Information,128
07/15/2012,Initial claims by industry,Information,52
07/22/2012,Initial claims by industry,Information,52
07/29/2012,Initial claims by industry,Information,46
08/05/2012,Initial claims by industry,Information,53
08/12/2012,Initial claims by industry,Information,40
08/19/2012,Initial claims by industry,Information,73
08/26/2012,Initial claims by industry,Information,25
09/02/2012,Initial claims by industry,Information,37
09/09/2012,Initial claims by industry,Information,53
09/16/2012,Initial claims by industry,Information,48
09/23/2012,Initial claims by industry,Information,38
09/30/2012,Initial claims by industry,Information,32
10/07/2012,Initial claims by industry,Information,68
10/14/2012,Initial claims by industry,Information,34
10/21/2012,Initial claims by industry,Information,40
10/28/2012,Initial claims by industry,Information,51
11/04/2012,Initial claims by industry,Information,42
11/11/2012,Initial claims by industry,Information,38
11/18/2012,Initial claims by industry,Information,46
11/25/2012,Initial claims by industry,Information,25
12/02/2012,Initial claims by industry,Information,51
12/09/2012,Initial claims by industry,Information,39
12/16/2012,Initial claims by industry,Information,31
12/23/2012,Initial claims by industry,Information,42
12/30/2012,Initial claims by industry,Information,44
01/06/2013,Initial claims by industry,Information,119
01/13/2013,Initial claims by industry,Information,51
01/20/2013,Initial claims by industry,Information,35
01/27/2013,Initial claims by industry,Information,49
02/03/2013,Initial claims by industry,Information,47
02/10/2013,Initial claims by industry,Information,38
02/17/2013,Initial claims by industry,Information,58
02/24/2013,Initial claims by industry,Information,51
03/03/2013,Initial claims by industry,Information,88
03/10/2013,Initial claims by industry,Information,41
03/17/2013,Initial claims by industry,Information,53
03/24/2013,Initial claims by industry,Information,34
03/31/2013,Initial claims by industry,Information,49
04/07/2013,Initial claims by industry,Information,101
04/14/2013,Initial claims by industry,Information,52
04/21/2013,Initial claims by industry,Information,55
04/28/2013,Initial claims by industry,Information,63
05/05/2013,Initial claims by industry,Information,69
05/12/2013,Initial claims by industry,Information,55
05/19/2013,Initial claims by industry,Information,43
05/26/2013,Initial claims by industry,Information,43
06/02/2013,Initial claims by industry,Information,49
06/09/2013,Initial claims by industry,Information,48
06/16/2013,Initial claims by industry,Information,57
06/23/2013,Initial claims by industry,Information,57
06/30/2013,Initial claims by industry,Information,46
07/07/2013,Initial claims by industry,Information,78
07/14/2013,Initial claims by industry,Information,79
07/21/2013,Initial claims by industry,Information,52
07/28/2013,Initial claims by industry,Information,57
08/04/2013,Initial claims by industry,Information,64
08/11/2013,Initial claims by industry,Information,51
08/18/2013,Initial claims by industry,Information,43
08/25/2013,Initial claims by industry,Information,51
09/01/2013,Initial claims by industry,Information,89
09/08/2013,Initial claims by industry,Information,31
09/15/2013,Initial claims by industry,Information,28
09/22/2013,Initial claims by industry,Information,39
09/29/2013,Initial claims by industry,Information,54
10/06/2013,Initial claims by industry,Information,50
10/13/2013,Initial claims by industry,Information,46
10/20/2013,Initial claims by industry,Information,67
10/27/2013,Initial claims by industry,Information,87
11/03/2013,Initial claims by industry,Information,60
11/10/2013,Initial claims by industry,Information,59
11/17/2013,Initial claims by industry,Information,39
11/24/2013,Initial claims by industry,Information,31
12/01/2013,Initial claims by industry,Information,45
12/08/2013,Initial claims by industry,Information,37
12/15/2013,Initial claims by industry,Information,31
12/22/2013,Initial claims by industry,Information,39
12/29/2013,Initial claims by industry,Information,47
01/05/2014,Initial claims by industry,Information,64
01/12/2014,Initial claims by industry,Information,58
01/19/2014,Initial claims by industry,Information,34
01/26/2014,Initial claims by industry,Information,50
02/02/2014,Initial claims by industry,Information,63
02/09/2014,Initial claims by industry,Information,33
02/16/2014,Initial claims by industry,Information,62
02/23/2014,Initial claims by industry,Information,29
03/02/2014,Initial claims by industry,Information,44
03/09/2014,Initial claims by industry,Information,38
03/16/2014,Initial claims by industry,Information,50
03/23/2014,Initial claims by industry,Information,31
03/30/2014,Initial claims by industry,Information,32
04/06/2014,Initial claims by industry,Information,60
04/13/2014,Initial claims by industry,Information,58
04/20/2014,Initial claims by industry,Information,33
04/27/2014,Initial claims by industry,Information,51
05/04/2014,Initial claims by industry,Information,54
05/11/2014,Initial claims by industry,Information,122
05/18/2014,Initial claims by industry,Information,47
05/25/2014,Initial claims by industry,Information,45
06/01/2014,Initial claims by industry,Information,55
06/08/2014,Initial claims by industry,Information,44
06/15/2014,Initial claims by industry,Information,49
06/22/2014,Initial claims by industry,Information,40
06/29/2014,Initial claims by industry,Information,35
07/06/2014,Initial claims by industry,Information,64
07/13/2014,Initial claims by industry,Information,56
07/20/2014,Initial claims by industry,Information,47
07/27/2014,Initial claims by industry,Information,39
08/03/2014,Initial claims by industry,Information,50
08/10/2014,Initial claims by industry,Information,27
08/17/2014,Initial claims by industry,Information,34
08/24/2014,Initial claims by industry,Information,23
08/31/2014,Initial claims by industry,Information,48
09/07/2014,Initial claims by industry,Information,32
09/14/2014,Initial claims by industry,Information,33
09/21/2014,Initial claims by industry,Information,37
09/28/2014,Initial claims by industry,Information,45
10/05/2014,Initial claims by industry,Information,58
10/12/2014,Initial claims by industry,Information,31
10/19/2014,Initial claims by industry,Information,32
10/26/2014,Initial claims by industry,Information,50
11/02/2014,Initial claims by industry,Information,28
11/09/2014,Initial claims by industry,Information,45
11/16/2014,Initial claims by industry,Information,29
11/23/2014,Initial claims by industry,Information,42
11/30/2014,Initial claims by industry,Information,28
12/07/2014,Initial claims by industry,Information,23
12/14/2014,Initial claims by industry,Information,30
12/21/2014,Initial claims by industry,Information,30
12/28/2014,Initial claims by industry,Information,18
01/04/2015,Initial claims by industry,Information,51
01/11/2015,Initial claims by industry,Information,37
01/18/2015,Initial claims by industry,Information,39
01/25/2015,Initial claims by industry,Information,25
02/01/2015,Initial claims by industry,Information,42
02/08/2015,Initial claims by industry,Information,34
02/15/2015,Initial claims by industry,Information,46
02/22/2015,Initial claims by industry,Information,37
03/01/2015,Initial claims by industry,Information,44
03/08/2015,Initial claims by industry,Information,27
03/15/2015,Initial claims by industry,Information,21
03/22/2015,Initial claims by industry,Information,22
03/29/2015,Initial claims by industry,Information,22
04/05/2015,Initial claims by industry,Information,63
04/12/2015,Initial claims by industry,Information,33
04/19/2015,Initial claims by industry,Information,31
04/26/2015,Initial claims by industry,Information,30
05/03/2015,Initial claims by industry,Information,37
05/10/2015,Initial claims by industry,Information,50
05/17/2015,Initial claims by industry,Information,25
05/24/2015,Initial claims by industry,Information,51
05/31/2015,Initial claims by industry,Information,33
06/07/2015,Initial claims by industry,Information,37
06/14/2015,Initial claims by industry,Information,24
06/21/2015,Initial claims by industry,Information,38
06/28/2015,Initial claims by industry,Information,28
07/05/2015,Initial claims by industry,Information,46
07/12/2015,Initial claims by industry,Information,38
07/19/2015,Initial claims by industry,Information,39
07/26/2015,Initial claims by industry,Information,32
08/02/2015,Initial claims by industry,Information,34
08/09/2015,Initial claims by industry,Information,24
08/16/2015,Initial claims by industry,Information,23
08/23/2015,Initial claims by industry,Information,23
08/30/2015,Initial claims by industry,Information,34
09/06/2015,Initial claims by industry,Information,30
09/13/2015,Initial claims by industry,Information,24
09/20/2015,Initial claims by industry,Information,17
09/27/2015,Initial claims by industry,Information,62
10/04/2015,Initial claims by industry,Information,70
10/11/2015,Initial claims by industry,Information,61
10/18/2015,Initial claims by industry,Information,36
10/25/2015,Initial claims by industry,Information,49
11/01/2015,Initial claims by industry,Information,51
11/08/2015,Initial claims by industry,Information,27
11/15/2015,Initial claims by industry,Information,30
11/22/2015,Initial claims by industry,Information,16
11/29/2015,Initial claims by industry,Information,33
12/06/2015,Initial claims by industry,Information,24
12/13/2015,Initial claims by industry,Information,28
12/20/2015,Initial claims by industry,Information,22
12/27/2015,Initial claims by industry,Information,17
01/03/2016,Initial claims by industry,Information,88
01/10/2016,Initial claims by industry,Information,38
01/17/2016,Initial claims by industry,Information,27
01/24/2016,Initial claims by industry,Information,47
01/31/2016,Initial claims by industry,Information,34
02/07/2016,Initial claims by industry,Information,28
02/14/2016,Initial claims by industry,Information,27
02/21/2016,Initial claims by industry,Information,38
02/28/2016,Initial claims by industry,Information,29
03/06/2016,Initial claims by industry,Information,31
03/13/2016,Initial claims by industry,Information,21
03/20/2016,Initial claims by industry,Information,30
03/27/2016,Initial claims by industry,Information,22
04/03/2016,Initial claims by industry,Information,49
04/10/2016,Initial claims by industry,Information,39
04/17/2016,Initial claims by industry,Information,36
04/24/2016,Initial claims by industry,Information,18
05/01/2016,Initial claims by industry,Information,42
05/08/2016,Initial claims by industry,Information,27
05/15/2016,Initial claims by industry,Information,39
05/22/2016,Initial claims by industry,Information,46
05/29/2016,Initial claims by industry,Information,26
06/05/2016,Initial claims by industry,Information,34
06/12/2016,Initial claims by industry,Information,31
06/19/2016,Initial claims by industry,Information,42
06/26/2016,Initial claims by industry,Information,32
07/03/2016,Initial claims by industry,Information,51
07/10/2016,Initial claims by industry,Information,34
07/17/2016,Initial claims by industry,Information,44
07/24/2016,Initial claims by industry,Information,19
07/31/2016,Initial claims by industry,Information,40
08/07/2016,Initial claims by industry,Information,26
08/14/2016,Initial claims by industry,Information,22
08/21/2016,Initial claims by industry,Information,21
08/28/2016,Initial claims by industry,Information,26
09/04/2016,Initial claims by industry,Information,30
09/11/2016,Initial claims by industry,Information,29
09/18/2016,Initial claims by industry,Information,25
09/25/2016,Initial claims by industry,Information,24
10/02/2016,Initial claims by industry,Information,48
10/09/2016,Initial claims by industry,Information,40
10/16/2016,Initial claims by industry,Information,36
10/23/2016,Initial claims by industry,Information,27
10/30/2016,Initial claims by industry,Information,270
11/06/2016,Initial claims by industry,Information,84
11/13/2016,Initial claims by industry,Information,42
11/20/2016,Initial claims by industry,Information,30
11/27/2016,Initial claims by industry,Information,47
12/04/2016,Initial claims by industry,Information,53
12/11/2016,Initial claims by industry,Information,21
12/18/2016,Initial claims by industry,Information,60
12/25/2016,Initial claims by industry,Information,36
01/08/2017,Initial claims by industry,Information,103
01/15/2017,Initial claims by industry,Information,30
01/22/2017,Initial claims by industry,Information,27
01/29/2017,Initial claims by industry,Information,28
02/05/2017,Initial claims by industry,Information,37
02/12/2017,Initial claims by industry,Information,24
02/19/2017,Initial claims by industry,Information,30
02/26/2017,Initial claims by industry,Information,36
03/05/2017,Initial claims by industry,Information,23
03/12/2017,Initial claims by industry,Information,15
03/19/2017,Initial claims by industry,Information,27
03/26/2017,Initial claims by industry,Information,228
04/02/2017,Initial claims by industry,Information,114
04/09/2017,Initial claims by industry,Information,34
04/16/2017,Initial claims by industry,Information,29
04/23/2017,Initial claims by industry,Information,19
04/30/2017,Initial claims by industry,Information,49
05/07/2017,Initial claims by industry,Information,62
05/14/2017,Initial claims by industry,Information,24
05/21/2017,Initial claims by industry,Information,27
05/28/2017,Initial claims by industry,Information,66
06/04/2017,Initial claims by industry,Information,50
06/11/2017,Initial claims by industry,Information,50
06/18/2017,Initial claims by industry,Information,24
06/25/2017,Initial claims by industry,Information,22
07/02/2017,Initial claims by industry,Information,48
07/09/2017,Initial claims by industry,Information,28
07/16/2017,Initial claims by industry,Information,33
07/23/2017,Initial claims by industry,Information,23
07/30/2017,Initial claims by industry,Information,23
08/06/2017,Initial claims by industry,Information,28
08/13/2017,Initial claims by industry,Information,26
08/20/2017,Initial claims by industry,Information,27
08/27/2017,Initial claims by industry,Information,21
09/03/2017,Initial claims by industry,Information,28
09/10/2017,Initial claims by industry,Information,19
09/17/2017,Initial claims by industry,Information,27
09/24/2017,Initial claims by industry,Information,20
10/08/2017,Initial claims by industry,Information,67
10/15/2017,Initial claims by industry,Information,28
10/22/2017,Initial claims by industry,Information,34
10/29/2017,Initial claims by industry,Information,203
11/05/2017,Initial claims by industry,Information,79
11/12/2017,Initial claims by industry,Information,52
11/19/2017,Initial claims by industry,Information,26
11/26/2017,Initial claims by industry,Information,25
12/03/2017,Initial claims by industry,Information,43
12/10/2017,Initial claims by industry,Information,24
12/17/2017,Initial claims by industry,Information,39
12/24/2017,Initial claims by industry,Information,37
12/31/2017,Initial claims by industry,Information,79
01/07/2018,Initial claims by industry,Information,58
01/14/2018,Initial claims by industry,Information,42
01/21/2018,Initial claims by industry,Information,36
01/28/2018,Initial claims by industry,Information,29
02/04/2018,Initial claims by industry,Information,36
02/11/2018,Initial claims by industry,Information,23
02/18/2018,Initial claims by industry,Information,30
02/25/2018,Initial claims by industry,Information,29
03/04/2018,Initial claims by industry,Information,37
03/11/2018,Initial claims by industry,Information,20
03/18/2018,Initial claims by industry,Information,25
03/25/2018,Initial claims by industry,Information,30
04/08/2018,Initial claims by industry,Information,78
04/15/2018,Initial claims by industry,Information,24
04/22/2018,Initial claims by industry,Information,29
04/29/2018,Initial claims by industry,Information,28
05/06/2018,Initial claims by industry,Information,27
05/13/2018,Initial claims by industry,Information,24
05/20/2018,Initial claims by industry,Information,23
05/27/2018,Initial claims by industry,Information,26
06/03/2018,Initial claims by industry,Information,25
06/10/2018,Initial claims by industry,Information,45
06/17/2018,Initial claims by industry,Information,34
06/24/2018,Initial claims by industry,Information,28
07/08/2018,Initial claims by industry,Information,65
07/15/2018,Initial claims by industry,Information,35
07/22/2018,Initial claims by industry,Information,42
07/29/2018,Initial claims by industry,Information,28
08/05/2018,Initial claims by industry,Information,34
08/12/2018,Initial claims by industry,Information,25
08/19/2018,Initial claims by industry,Information,27
08/26/2018,Initial claims by industry,Information,19
09/02/2018,Initial claims by industry,Information,35
09/09/2018,Initial claims by industry,Information,32
09/16/2018,Initial claims by industry,Information,29
09/23/2018,Initial claims by industry,Information,27
09/30/2018,Initial claims by industry,Information,24
10/07/2018,Initial claims by industry,Information,132
10/14/2018,Initial claims by industry,Information,38
10/21/2018,Initial claims by industry,Information,23
10/28/2018,Initial claims by industry,Information,57
11/04/2018,Initial claims by industry,Information,38
11/11/2018,Initial claims by industry,Information,13
11/18/2018,Initial claims by industry,Information,15
11/25/2018,Initial claims by industry,Information,30
12/02/2018,Initial claims by industry,Information,21
12/09/2018,Initial claims by industry,Information,20
12/16/2018,Initial claims by industry,Information,17
12/23/2018,Initial claims by industry,Information,26
12/30/2018,Initial claims by industry,Information,24
01/06/2019,Initial claims by industry,Information,44
01/13/2019,Initial claims by industry,Information,22
01/20/2019,Initial claims by industry,Information,27
01/27/2019,Initial claims by industry,Information,19
02/03/2019,Initial claims by industry,Information,43
02/10/2019,Initial claims by industry,Information,28
02/17/2019,Initial claims by industry,Information,23
02/24/2019,Initial claims by industry,Information,16
03/03/2019,Initial claims by industry,Information,30
03/10/2019,Initial claims by industry,Information,20
03/17/2019,Initial claims by industry,Information,28
03/24/2019,Initial claims by industry,Information,32
03/31/2019,Initial claims by industry,Information,51
04/07/2019,Initial claims by industry,Information,46
04/14/2019,Initial claims by industry,Information,34
04/21/2019,Initial claims by industry,Information,22
04/28/2019,Initial claims by industry,Information,24
05/05/2019,Initial claims by industry,Information,22
05/12/2019,Initial claims by industry,Information,27
05/19/2019,Initial claims by industry,Information,17
05/26/2019,Initial claims by industry,Information,21
06/02/2019,Initial claims by industry,Information,27
06/09/2019,Initial claims by industry,Information,18
06/16/2019,Initial claims by industry,Information,27
06/23/2019,Initial claims by industry,Information,26
06/30/2019,Initial claims by industry,Information,15
07/07/2019,Initial claims by industry,Information,34
07/14/2019,Initial claims by industry,Information,24
07/21/2019,Initial claims by industry,Information,32
07/28/2019,Initial claims by industry,Information,22
08/04/2019,Initial claims by industry,Information,28
08/11/2019,Initial claims by industry,Information,20
08/18/2019,Initial claims by industry,Information,20
08/25/2019,Initial claims by industry,Information,23
09/01/2019,Initial claims by industry,Information,25
09/08/2019,Initial claims by industry,Information,19
09/15/2019,Initial claims by industry,Information,25
09/22/2019,Initial claims by industry,Information,12
09/29/2019,Initial claims by industry,Information,32
10/06/2019,Initial claims by industry,Information,31
10/13/2019,Initial claims by industry,Information,28
10/20/2019,Initial claims by industry,Information,23
10/27/2019,Initial claims by industry,Information,22
11/03/2019,Initial claims by industry,Information,24
11/10/2019,Initial claims by industry,Information,24
11/17/2019,Initial claims by industry,Information,35
11/24/2019,Initial claims by industry,Information,12
12/01/2019,Initial claims by industry,Information,22
12/08/2019,Initial claims by industry,Information,18
12/15/2019,Initial claims by industry,Information,48
12/22/2019,Initial claims by industry,Information,143
12/29/2019,Initial claims by industry,Information,65
01/05/2020,Initial claims by industry,Information,60
01/12/2020,Initial claims by industry,Information,33
01/19/2020,Initial claims by industry,Information,30
01/26/2020,Initial claims by industry,Information,28
02/02/2020,Initial claims by industry,Information,36
02/09/2020,Initial claims by industry,Information,33
02/16/2020,Initial claims by industry,Information,19
02/23/2020,Initial claims by industry,Information,31
03/01/2020,Initial claims by industry,Information,30
03/08/2020,Initial claims by industry,Information,49
03/15/2020,Initial claims by industry,Information,518
03/22/2020,Initial claims by industry,Information,525
03/29/2020,Initial claims by industry,Information,497
04/05/2020,Initial claims by industry,Information,265
04/12/2020,Initial claims by industry,Information,341
04/19/2020,Initial claims by industry,Information,188
04/26/2020,Initial claims by industry,Information,240
05/03/2020,Initial claims by industry,Information,309
05/10/2020,Initial claims by industry,Information,250
05/17/2020,Initial claims by industry,Information,141
05/24/2020,Initial claims by industry,Information,141
05/31/2020,Initial claims by industry,Information,94
06/07/2020,Initial claims by industry,Information,95
06/14/2020,Initial claims by industry,Information,101
06/21/2020,Initial claims by industry,Information,87
06/28/2020,Initial claims by industry,Information,98
07/05/2020,Initial claims by industry,Information,184
07/12/2020,Initial claims by industry,Information,70
07/19/2020,Initial claims by industry,Information,51
07/26/2020,Initial claims by industry,Information,44
08/02/2020,Initial claims by industry,Information,52
08/09/2020,Initial claims by industry,Information,48
08/16/2020,Initial claims by industry,Information,43
08/23/2020,Initial claims by industry,Information,43
08/30/2020,Initial claims by industry,Information,29
09/06/2020,Initial claims by industry,Information,27
09/13/2020,Initial claims by industry,Information,29
09/20/2020,Initial claims by industry,Information,25
09/27/2020,Initial claims by industry,Information,51
10/04/2020,Initial claims by industry,Information,72
10/11/2020,Initial claims by industry,Information,61
10/18/2020,Initial claims by industry,Information,44
10/25/2020,Initial claims by industry,Information,22
11/01/2020,Initial claims by industry,Information,48
11/08/2020,Initial claims by industry,Information,31
11/15/2020,Initial claims by industry,Information,44
11/22/2020,Initial claims by industry,Information,29
11/29/2020,Initial claims by industry,Information,34
12/06/2020,Initial claims by industry,Information,38
12/13/2020,Initial claims by industry,Information,36
12/20/2020,Initial claims by industry,Information,84
12/27/2020,Initial claims by industry,Information,56
01/03/2021,Initial claims by industry,Information,128
01/10/2021,Initial claims by industry,Information,100
01/17/2021,Initial claims by industry,Information,44
01/24/2021,Initial claims by industry,Information,41
01/31/2021,Initial claims by industry,Information,50
02/07/2021,Initial claims by industry,Information,42
02/14/2021,Initial claims by industry,Information,25
02/21/2021,Initial claims by industry,Information,44
02/28/2021,Initial claims by industry,Information,46
03/07/2021,Initial claims by industry,Information,42
03/14/2021,Initial claims by industry,Information,180
03/21/2021,Initial claims by industry,Information,198
